卡池ID,卡池类型,开始时间,结束时间,PickUp卡名,图片路径
50004,支援卡,2025-05-21 12:00:00,2025-06-27 11:59:59,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50004.png
30038,角色卡池,2025-05-21 12:00:00,2025-06-02 11:59:59,[吉兆秋风]待兼福来,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30038.png
50003,角色卡池,2025-05-21 12:00:00,2025-06-27 11:59:59,[特别追梦者]特别周、[无声无瑕]无声铃鹿、[喜乐无边]东海帝王、[绯红方程式]丸善斯基、[星光跃动]小栗帽、[狂野前线]大树快车、[优雅曲线]目白麦昆、[O sole suo！]好歌剧、[皇帝]鲁道夫象征、[玫瑰之梦]米浴、[MB-19890425]美浦波旁、[pf.胜利公式]琵琶晨光、[飞跃地平线]东海帝王、[天际尽头]目白麦昆、[闪电少女]真机伶、[Nevertheless]成田大进、[绝对☆LOVE]醒目飞鹰、[Maverick]成田白仁、[阳光花束]重炮、[橡木王冠]气槽、[青云垂钓者]青云天空、[亚马逊青金石]菱亚马逊、[羽蛇武斗家]神鹰、[圣翠治愈师]草上飞、[流星歌剧]富士奇石、[真我/1928]黄金城、[雀跃♪维他命心拍]特别周、[飞跃☆夏夜]丸善斯基、[苍蓝/怒涛]名将怒涛、[Meisterschaft]荣进闪耀,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50003.png
30041,支援卡,2025-05-26 12:00:00,2025-06-05 11:59:59,[好快！好吃！好快！]樱花进王、[必杀技！双胡萝卜拳！]微光飞驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30041.png
30040,角色卡池,2025-05-26 12:00:00,2025-06-05 11:59:59,[Buono☆时尚]菱曙,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30040.png
30043,支援卡,2025-05-29 12:00:00,2025-06-07 11:59:59,[GRMA拉面♪]美妙姿势、[内心双脚皆温暖]生野狄杜斯,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30043.png
30042,角色卡池,2025-05-29 12:00:00,2025-06-07 11:59:59,[超级加急！全彩PP膜特殊加工]爱丽数码,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30042.png
30045,支援卡,2025-06-03 12:00:00,2025-06-15 11:59:59,[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30045.png
30044,角色卡池,2025-06-03 12:00:00,2025-06-15 11:59:59,[Make up Vampire！]米浴、[雪纺丝带木乃伊]超级溪流,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30044.png
30047,支援卡,2025-06-12 12:00:00,2025-06-21 11:59:59,[期待已久的计谋]青云天空、[心中的烈火无法抑制]八重无敌,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30047.png
30046,角色卡池,2025-06-12 12:00:00,2025-06-21 11:59:59,[粉红公主]川上公主,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30046.png
30049,支援卡,2025-06-18 12:00:00,2025-06-26 11:59:59,[特雷森学园]中山庆典、[特雷森学园]天狼星象征、[毫不动摇的一等星]天狼星象征、[43、8、1]中山庆典,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30049.png
30048,角色卡池,2025-06-18 12:00:00,2025-06-26 11:59:59,[Creeping Black]曼城茶座,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30048.png
30051,支援卡,2025-06-21 12:00:00,2025-07-02 11:59:59,[特雷森学园]真机伶、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30051.png
30050,角色卡池,2025-06-21 12:00:00,2025-07-02 11:59:59,[皓月下的神箭手]鲁道夫象征、[秋樱舞娘]黄金城,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30050.png
30053,支援卡,2025-06-30 12:00:00,2025-07-11 11:59:59,[热情的冠军！]神鹰、[身后迫近的热浪是动力]北部玄驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30053.png
30052,角色卡池,2025-06-30 12:00:00,2025-07-11 11:59:59,[潮流☆Joker]岛川乔丹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30052.png
30055,支援卡,2025-07-04 12:00:00,2025-07-14 11:59:59,[啰嗦的监督员]伏特加、[舞动吧·躁动吧·狂欢吧！]大拓太阳神,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30055.png
30054,角色卡池,2025-07-04 12:00:00,2025-07-14 11:59:59,[宛延曲线]目白多伯,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30054.png
30057,支援卡,2025-07-09 12:00:00,2025-07-24 11:59:59,[队形：PARTY]重炮、[倔强的集市]成田大进,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30057.png
30056,角色卡池,2025-07-09 12:00:00,2025-07-24 11:59:59,[奇迹的胜利之星]小栗帽、[嫣红圣诞颂歌]琵琶晨光,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30056.png
30059,支援卡,2025-07-17 12:00:00,2025-07-25 11:59:59,[特雷森学园]稻荷一、[泥泞中微笑前行]稻荷一、[独奏·螺旋卡农]曼城茶座,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30059.png
30058,角色卡池,2025-07-17 12:00:00,2025-07-25 11:59:59,[Noble Seamair]美妙姿势,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30058.png
30061,支援卡,2025-07-21 12:00:00,2025-07-30 11:59:59,[“要受人喜爱啊”]小栗帽、[即使满身泥土，也要追逐梦想]优秀素质,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30061.png
30060,角色卡池,2025-07-21 12:00:00,2025-07-30 11:59:59,[疾风迅雷]玉藻十字,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30060.png
30063,支援卡,2025-07-29 12:00:00,2025-08-09 11:59:59,[特雷森学园]爱慕织姬、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30063.png
30062,角色卡池,2025-07-29 12:00:00,2025-08-09 11:59:59,[明媚新春♪樱花绽放]春乌菈菈、[新春初晴·宝蓝绚烂]好歌剧,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30062.png
30065,支援卡,2025-08-04 12:00:00,2025-08-13 11:59:59,[针灸师]安心泽刺刺美、[这就是咱们的烤鱿鱼！]玉藻十字、[要不赶紧扎一针？]安心泽刺刺美,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30065.png
50006,支援卡,2025-08-04 12:00:00,2025-09-22 11:59:59,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质、[幸福就在转角后]米浴、[彻底管理主义]㭴本理子、[内心双脚皆温暖]生野狄杜斯、[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄、[43、8、1]中山庆典、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁、[舞动吧·躁动吧·狂欢吧！]大拓太阳神、[队形：PARTY]重炮、[倔强的集市]成田大进、[独奏·螺旋卡农]曼城茶座、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50006.png
30064,角色卡池,2025-08-04 12:00:00,2025-08-13 11:59:59,[特别追梦者]特别周、[无声无瑕]无声铃鹿、[喜乐无边]东海帝王、[绯红方程式]丸善斯基、[星光跃动]小栗帽、[狂野前线]大树快车、[优雅曲线]目白麦昆、[O sole suo！]好歌剧、[皇帝]鲁道夫象征、[玫瑰之梦]米浴、[MB-19890425]美浦波旁、[pf.胜利公式]琵琶晨光、[飞跃地平线]东海帝王、[天际尽头]目白麦昆、[闪电少女]真机伶、[Nevertheless]成田大进、[绝对☆LOVE]醒目飞鹰、[Maverick]成田白仁、[阳光花束]重炮、[橡木王冠]气槽、[青云垂钓者]青云天空、[亚马逊青金石]菱亚马逊、[羽蛇武斗家]神鹰、[圣翠治愈师]草上飞、[流星歌剧]富士奇石、[真我/1928]黄金城、[雀跃♪维他命心拍]特别周、[飞跃☆夏夜]丸善斯基、[苍蓝/怒涛]名将怒涛、[Meisterschaft]荣进闪耀、[吉兆秋风]待兼福来、[Buono☆时尚]菱曙、[超级加急！全彩PP膜特殊加工]爱丽数码、[Make up Vampire！]米浴、[雪纺丝带木乃伊]超级溪流、[粉红公主]川上公主、[Creeping Black]曼城茶座、[皓月下的神箭手]鲁道夫象征、[秋樱舞娘]黄金城、[潮流☆Joker]岛川乔丹、[宛延曲线]目白多伯、[奇迹的胜利之星]小栗帽、[嫣红圣诞颂歌]琵琶晨光、[Noble Seamair]美妙姿势、[疾风迅雷]玉藻十字、[明媚新春♪樱花绽放]春乌菈菈、[新春初晴·宝蓝绚烂]好歌剧,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30064.png
50005,角色卡池,2025-08-04 12:00:00,2025-09-22 11:59:59,[特别追梦者]特别周、[无声无瑕]无声铃鹿、[喜乐无边]东海帝王、[绯红方程式]丸善斯基、[星光跃动]小栗帽、[狂野前线]大树快车、[优雅曲线]目白麦昆、[O sole suo！]好歌剧、[皇帝]鲁道夫象征、[玫瑰之梦]米浴、[MB-19890425]美浦波旁、[pf.胜利公式]琵琶晨光、[飞跃地平线]东海帝王、[天际尽头]目白麦昆、[闪电少女]真机伶、[Nevertheless]成田大进、[绝对☆LOVE]醒目飞鹰、[Maverick]成田白仁、[阳光花束]重炮、[橡木王冠]气槽、[青云垂钓者]青云天空、[亚马逊青金石]菱亚马逊、[羽蛇武斗家]神鹰、[圣翠治愈师]草上飞、[流星歌剧]富士奇石、[真我/1928]黄金城、[雀跃♪维他命心拍]特别周、[飞跃☆夏夜]丸善斯基、[苍蓝/怒涛]名将怒涛、[Meisterschaft]荣进闪耀、[吉兆秋风]待兼福来、[Buono☆时尚]菱曙、[超级加急！全彩PP膜特殊加工]爱丽数码、[Make up Vampire！]米浴、[雪纺丝带木乃伊]超级溪流、[粉红公主]川上公主、[Creeping Black]曼城茶座、[皓月下的神箭手]鲁道夫象征、[秋樱舞娘]黄金城、[潮流☆Joker]岛川乔丹、[宛延曲线]目白多伯、[奇迹的胜利之星]小栗帽、[嫣红圣诞颂歌]琵琶晨光、[Noble Seamair]美妙姿势、[疾风迅雷]玉藻十字、[明媚新春♪樱花绽放]春乌菈菈、[新春初晴·宝蓝绚烂]好歌剧,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50005.png
30067,支援卡,2025-08-11 12:00:00,2025-08-19 11:59:59,[欢迎来到特雷森学园！]骏川手纲、[彻底管理主义]㭴本理子,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30067.png
30066,角色卡池,2025-08-11 12:00:00,2025-08-19 11:59:59,[举世无双·樱花耀夜]樱花千代王,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30066.png
30069,支援卡,2025-08-16 12:00:00,2025-08-27 11:59:59,[饱含心意的纸杯蛋糕]西野花、[极快！最快！花之风暴！]樱花进王,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30069.png
30068,角色卡池,2025-08-16 12:00:00,2025-08-27 11:59:59,[CODE：淋面装饰]美浦波旁、[精确无比·巧克力大师]荣进闪耀,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30068.png
30071,支援卡,2025-08-25 12:00:00,2025-09-02 11:59:59,[给努力的你！]艾尼风神、[“存在”于此的幸福]爱丽数码,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30071.png
30070,角色卡池,2025-08-25 12:00:00,2025-09-02 11:59:59,[墨绿柔线]目白雅丹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30070.png
30073,支援卡,2025-08-28 12:00:00,2025-09-05 11:59:59,[全身心的感谢]美妙姿势、[身为新娘！]川上公主,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30073.png
30072,角色卡池,2025-08-28 12:00:00,2025-09-05 11:59:59,[Starry Nocturne]爱慕织姬,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30072.png
30075,支援卡,2025-09-05 12:00:00,2025-09-16 11:59:59,[特雷森学园]目白光明、[特雷森学园]成田路、[心跳加速的放松运动]目白莱恩、[目标是一等星]爱慕织姬、[响彻吧！模范式问候！]樱花进王、[粉色背影]成田路,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30075.png
30074,角色卡池,2025-09-05 12:00:00,2025-09-16 11:59:59,[跌跌撞撞向前冲]待兼唐怀瑟、[锦绣·溢彩盛典]北部玄驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30074.png
30077,支援卡,2025-09-16 12:00:00,2025-09-27 11:59:59,[温馨♪可爱的回忆]真机伶、[让世界更加☆marvelous]美丽周日,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30077.png
50008,支援卡,2025-09-16 12:00:00,2025-10-08 11:59:59,[献上全国第一的演出]特别周、[在耀眼景色的前方]无声铃鹿、[有梦想就要大声说出来！]东海帝王、[不沉舰的进击]黄金船、[伏特加之路]伏特加、[万紫千红中一枝独秀]草上飞、[热情的冠军！]神鹰、[期待已久的计谋]青云天空、[划破天空的闪电少女！]玉藻十字、[全身心的感谢]美妙姿势、[飞奔吧，闪耀吧]艾尼风神、[B·N·Winner！]胜利奖券、[冲向前方7厘米之外]空中神宫、[Run（my）way]黄金城、[好快！好吃！好快！]樱花进王、[一颗安心糖]超级溪流、[这就是我的优俊偶像之道☆]醒目飞鹰、[哪怕还不能独当一面]西野花、[必杀技！双胡萝卜拳！]微光飞驹、[欢迎来到特雷森学园！]骏川手纲、[“要受人喜爱啊”]小栗帽、[涡轮引擎马力全开！]双涡轮、[尽管笑我傻吧]目白善信、[身后迫近的热浪是动力]北部玄驹、[超越那前方的背影]里见光钻、[由故乡直达的助威！]雪之美人、[心中的烈火无法抑制]八重无敌、[樱花盛开之时]樱花千代王、[身为新娘！]川上公主、[请品尝第一口！]菱曙、[Head-on fight！]青竹回忆、[明天全国都会染红吧♪]青云天空、[起舞今宵]帝王光辉、[爽快！决胜一击！]目白莱恩、[独享冰凉？]东商变革、[全力嬉闹！]胜利奖券、[即使满身泥土，也要追逐梦想]优秀素质、[幸福就在转角后]米浴、[彻底管理主义]㭴本理子、[内心双脚皆温暖]生野狄杜斯、[大闹万圣夜！]玉藻十字、[被授予魔力的英雄]荒漠英雄、[43、8、1]中山庆典、[可爱的你，美丽的你]真机伶、[鸣箭嗤天]成田白仁、[舞动吧·躁动吧·狂欢吧！]大拓太阳神、[队形：PARTY]重炮、[倔强的集市]成田大进、[独奏·螺旋卡农]曼城茶座、[夜有黎明，天有祥星]爱慕织姬、[萍水相逢即是福♪]待兼福来、[要不赶紧扎一针？]安心泽刺刺美、[饱含心意的纸杯蛋糕]西野花、[极快！最快！花之风暴！]樱花进王、[“存在”于此的幸福]爱丽数码、[粉色背影]成田路,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50008.png
30076,角色卡池,2025-09-16 12:00:00,2025-09-27 11:59:59,[Natural Brilliance]里见光钻,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30076.png
50007,角色卡池,2025-09-16 12:00:00,2025-10-08 11:59:59,[特别追梦者]特别周、[无声无瑕]无声铃鹿、[喜乐无边]东海帝王、[绯红方程式]丸善斯基、[星光跃动]小栗帽、[狂野前线]大树快车、[优雅曲线]目白麦昆、[O sole suo！]好歌剧、[皇帝]鲁道夫象征、[玫瑰之梦]米浴、[MB-19890425]美浦波旁、[pf.胜利公式]琵琶晨光、[飞跃地平线]东海帝王、[天际尽头]目白麦昆、[闪电少女]真机伶、[Nevertheless]成田大进、[绝对☆LOVE]醒目飞鹰、[Maverick]成田白仁、[阳光花束]重炮、[橡木王冠]气槽、[青云垂钓者]青云天空、[亚马逊青金石]菱亚马逊、[羽蛇武斗家]神鹰、[圣翠治愈师]草上飞、[流星歌剧]富士奇石、[真我/1928]黄金城、[雀跃♪维他命心拍]特别周、[飞跃☆夏夜]丸善斯基、[苍蓝/怒涛]名将怒涛、[Meisterschaft]荣进闪耀、[吉兆秋风]待兼福来、[Buono☆时尚]菱曙、[超级加急！全彩PP膜特殊加工]爱丽数码、[Make up Vampire！]米浴、[雪纺丝带木乃伊]超级溪流、[粉红公主]川上公主、[Creeping Black]曼城茶座、[皓月下的神箭手]鲁道夫象征、[秋樱舞娘]黄金城、[潮流☆Joker]岛川乔丹、[宛延曲线]目白多伯、[奇迹的胜利之星]小栗帽、[嫣红圣诞颂歌]琵琶晨光、[Noble Seamair]美妙姿势、[疾风迅雷]玉藻十字、[明媚新春♪樱花绽放]春乌菈菈、[新春初晴·宝蓝绚烂]好歌剧、[举世无双·樱花耀夜]樱花千代王、[CODE：淋面装饰]美浦波旁、[精确无比·巧克力大师]荣进闪耀、[墨绿柔线]目白雅丹、[Starry Nocturne]爱慕织姬、[锦绣·溢彩盛典]北部玄驹,D:\Apps\umas\export\Texture2D\img_bnr_gacha_50007.png
30079,支援卡,2025-09-27 12:00:00,2025-10-08 11:59:59,[被授予魔力的英雄]荒漠英雄、[可爱的你，美丽的你]真机伶,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30079.png
30078,角色卡池,2025-09-27 12:00:00,2025-10-08 11:59:59,[砺光韧线]目白光明,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30078.png
30081,支援卡,2025-09-29 12:00:00,2025-10-12 11:59:59,[Enchaînement]鲁道夫象征、[Escorte étoile]天狼星象征,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30081.png
30080,角色卡池,2025-09-29 12:00:00,2025-10-12 11:59:59,[星夜猫咪舞会]青云天空、[胜利之星]富士奇石,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30080.png
30083,支援卡,2025-10-06 12:00:00,2025-10-14 11:59:59,[淘气魔女修行中]东商变革、[Outfit as No.1]大和赤骥,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30083.png
30082,角色卡池,2025-10-06 12:00:00,2025-10-14 11:59:59,[叠瓣花蕾]西野花,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30082.png
30085,支援卡,2025-10-13 12:00:00,2025-10-22 11:59:59,[飞奔吧，闪耀吧]艾尼风神、[涡轮引擎马力全开！]双涡轮,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30085.png
30084,角色卡池,2025-10-13 12:00:00,2025-10-22 11:59:59,[四白流星之袭]八重无敌,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30084.png
30087,支援卡,2025-10-20 12:00:00,2025-11-01 11:59:59,[收下这份鼓励吧！]青竹回忆、[那声加油改变了世界]采珠,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30087.png
30086,角色卡池,2025-10-20 12:00:00,2025-11-01 11:59:59,[RUN＆WIN]优秀素质、[洁白傲气的激励之服]帝王光辉,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30086.png
30089,支援卡,2025-10-30 12:00:00,2025-11-09 11:59:59,[特雷森学园]千明代表、[Step！Smile！Wink！]东海帝王、[Dear Mr. C.B.]千明代表,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30089.png
30088,角色卡池,2025-10-30 12:00:00,2025-11-09 11:59:59,[全时狂欢]艾尼风神,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30088.png
30091,支援卡,2025-11-03 12:00:00,2025-11-13 11:59:59,[幸福就在转角后]米浴、[萍水相逢即是福♪]待兼福来,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30091.png
30090,角色卡池,2025-11-03 12:00:00,2025-11-13 11:59:59,[Line Breakthrough]目白善信,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30090.png
30093,支援卡,2025-11-07 12:00:00,2025-11-18 11:59:59,[乌菈菈的热情之歌♪]春乌菈菈、[可爱的金兰之交们]生野狄杜斯,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30093.png
30092,角色卡池,2025-11-07 12:00:00,2025-11-18 11:59:59,[朔月挚爱]真机伶、[Titania]美妙姿势,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30092.png
30095,支援卡,2025-11-17 12:00:00,2025-11-27 11:59:59,[樱花盛开之时]樱花千代王、[夜有黎明，天有祥星]爱慕织姬,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30095.png
30094,角色卡池,2025-11-17 12:00:00,2025-11-27 11:59:59,[稻荷因缘江户紫]稻荷一,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30094.png
30097,支援卡,2025-11-23 12:00:00,2025-12-03 11:59:59,[我真的很喜欢吃饭]小栗帽、[坏蛋，举起手来！]大树快车,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30097.png
30096,角色卡池,2025-11-23 12:00:00,2025-12-03 11:59:59,[悬铃木魔女]东商变革,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30096.png
30099,支援卡,2025-11-27 12:00:00,2025-12-08 11:59:59,[光芒四射地奔跑吧∞]神鹰、[待兼唐☆大冒险]待兼唐怀瑟,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30099.png
30098,角色卡池,2025-11-27 12:00:00,2025-12-08 11:59:59,[Bubblegum☆Memories]大树快车、[假日宝石蓝]目白多伯,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30098.png
30101,支援卡,2025-12-05 12:00:00,2025-12-14 11:59:59,[金色志向]黄金城、[奔向理想的熏风]气槽,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30101.png
30100,角色卡池,2025-12-05 12:00:00,2025-12-14 11:59:59,[unsigned]空中神宫,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30100.png
30103,支援卡,2025-12-12 12:00:00,2025-12-21 11:59:59,[特雷森学园]鹤丸强志、[满身泥泞的伙伴]神鹰、[尊尚敬爱]聚于王座之人,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30103.png
30102,角色卡池,2025-12-12 12:00:00,2025-12-21 11:59:59,[Maverick]成田白仁、[青云垂钓者]青云天空,D:\Apps\umas\export\Texture2D\img_bnr_gacha_30102.png
